NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Santa Barbara 
State: CA 
Stationid: 9411340
Prediction Type: Harmonic
From: 20200823 00:00 - 20200922 23:00
Units: Feet
Time Zone: LST_LDT
Datum: MLLW
Interval Type: Hourly

Date 		Day	Time		Pred	
2020/08/23	Sun	12:00 AM	4.51	
2020/08/23	Sun	01:00 AM	4.77	
2020/08/23	Sun	02:00 AM	4.55	
2020/08/23	Sun	03:00 AM	3.88	
2020/08/23	Sun	04:00 AM	2.94	
2020/08/23	Sun	05:00 AM	1.99	
2020/08/23	Sun	06:00 AM	1.24	
2020/08/23	Sun	07:00 AM	0.88	
2020/08/23	Sun	08:00 AM	1.02	
2020/08/23	Sun	09:00 AM	1.62	
2020/08/23	Sun	10:00 AM	2.56	
2020/08/23	Sun	11:00 AM	3.62	
2020/08/23	Sun	12:00 PM	4.56	
2020/08/23	Sun	01:00 PM	5.17	
2020/08/23	Sun	02:00 PM	5.32	
2020/08/23	Sun	03:00 PM	4.96	
2020/08/23	Sun	04:00 PM	4.21	
2020/08/23	Sun	05:00 PM	3.25	
2020/08/23	Sun	06:00 PM	2.31	
2020/08/23	Sun	07:00 PM	1.58	
2020/08/23	Sun	08:00 PM	1.22	
2020/08/23	Sun	09:00 PM	1.30	
2020/08/23	Sun	10:00 PM	1.74	
2020/08/23	Sun	11:00 PM	2.42	
2020/08/24	Mon	12:00 AM	3.15	
2020/08/24	Mon	01:00 AM	3.73	
2020/08/24	Mon	02:00 AM	4.01	
2020/08/24	Mon	03:00 AM	3.91	
2020/08/24	Mon	04:00 AM	3.47	
2020/08/24	Mon	05:00 AM	2.84	
2020/08/24	Mon	06:00 AM	2.19	
2020/08/24	Mon	07:00 AM	1.71	
2020/08/24	Mon	08:00 AM	1.54	
2020/08/24	Mon	09:00 AM	1.76	
2020/08/24	Mon	10:00 AM	2.33	
2020/08/24	Mon	11:00 AM	3.14	
2020/08/24	Mon	12:00 PM	4.05	
2020/08/24	Mon	01:00 PM	4.83	
2020/08/24	Mon	02:00 PM	5.32	
2020/08/24	Mon	03:00 PM	5.40	
2020/08/24	Mon	04:00 PM	5.03	
2020/08/24	Mon	05:00 PM	4.31	
2020/08/24	Mon	06:00 PM	3.38	
2020/08/24	Mon	07:00 PM	2.43	
2020/08/24	Mon	08:00 PM	1.64	
2020/08/24	Mon	09:00 PM	1.16	
2020/08/24	Mon	10:00 PM	1.05	
2020/08/24	Mon	11:00 PM	1.28	
2020/08/25	Tue	12:00 AM	1.78	
2020/08/25	Tue	01:00 AM	2.41	
2020/08/25	Tue	02:00 AM	2.98	
2020/08/25	Tue	03:00 AM	3.36	
2020/08/25	Tue	04:00 AM	3.47	
2020/08/25	Tue	05:00 AM	3.30	
2020/08/25	Tue	06:00 AM	2.96	
2020/08/25	Tue	07:00 AM	2.56	
2020/08/25	Tue	08:00 AM	2.26	
2020/08/25	Tue	09:00 AM	2.17	
2020/08/25	Tue	10:00 AM	2.37	
2020/08/25	Tue	11:00 AM	2.83	
2020/08/25	Tue	12:00 PM	3.50	
2020/08/25	Tue	01:00 PM	4.26	
2020/08/25	Tue	02:00 PM	4.95	
2020/08/25	Tue	03:00 PM	5.38	
2020/08/25	Tue	04:00 PM	5.47	
2020/08/25	Tue	05:00 PM	5.16	
2020/08/25	Tue	06:00 PM	4.49	
2020/08/25	Tue	07:00 PM	3.57	
2020/08/25	Tue	08:00 PM	2.58	
2020/08/25	Tue	09:00 PM	1.67	
2020/08/25	Tue	10:00 PM	1.02	
2020/08/25	Tue	11:00 PM	0.70	
2020/08/26	Wed	12:00 AM	0.76	
2020/08/26	Wed	01:00 AM	1.15	
2020/08/26	Wed	02:00 AM	1.75	
2020/08/26	Wed	03:00 AM	2.40	
2020/08/26	Wed	04:00 AM	2.94	
2020/08/26	Wed	05:00 AM	3.28	
2020/08/26	Wed	06:00 AM	3.36	
2020/08/26	Wed	07:00 AM	3.23	
2020/08/26	Wed	08:00 AM	2.99	
2020/08/26	Wed	09:00 AM	2.75	
2020/08/26	Wed	10:00 AM	2.64	
2020/08/26	Wed	11:00 AM	2.74	
2020/08/26	Wed	12:00 PM	3.06	
2020/08/26	Wed	01:00 PM	3.63	
2020/08/26	Wed	02:00 PM	4.31	
2020/08/26	Wed	03:00 PM	4.96	
2020/08/26	Wed	04:00 PM	5.44	
2020/08/26	Wed	05:00 PM	5.60	
2020/08/26	Wed	06:00 PM	5.34	
2020/08/26	Wed	07:00 PM	4.70	
2020/08/26	Wed	08:00 PM	3.76	
2020/08/26	Wed	09:00 PM	2.67	
2020/08/26	Wed	10:00 PM	1.62	
2020/08/26	Wed	11:00 PM	0.79	
2020/08/27	Thu	12:00 AM	0.32	
2020/08/27	Thu	01:00 AM	0.27	
2020/08/27	Thu	02:00 AM	0.64	
2020/08/27	Thu	03:00 AM	1.29	
2020/08/27	Thu	04:00 AM	2.07	
2020/08/27	Thu	05:00 AM	2.81	
2020/08/27	Thu	06:00 AM	3.34	
2020/08/27	Thu	07:00 AM	3.59	
2020/08/27	Thu	08:00 AM	3.57	
2020/08/27	Thu	09:00 AM	3.36	
2020/08/27	Thu	10:00 AM	3.08	
2020/08/27	Thu	11:00 AM	2.86	
2020/08/27	Thu	12:00 PM	2.84	
2020/08/27	Thu	01:00 PM	3.09	
2020/08/27	Thu	02:00 PM	3.60	
2020/08/27	Thu	03:00 PM	4.28	
2020/08/27	Thu	04:00 PM	4.98	
2020/08/27	Thu	05:00 PM	5.53	
2020/08/27	Thu	06:00 PM	5.76	
